two_theta_deg,intensity_syagrus_raw,intensity_typha_raw,syagrus_bgsub_norm,typha_bgsub_norm,syagrus_plot,typha_plot
7.889,10302,10020,0.1482315112540193,0.13746630727762804,0.29823151125401925,-0.512533692722372
7.915,10161,9940,0.10289389067524116,0.10666153253754332,0.25289389067524115,-0.5433384674624567
7.941,10262,9801,0.13536977491961416,0.053138236426646134,0.2853697749196141,-0.5968617635733539
7.967,10445,9960,0.19421221864951768,0.11436272622256449,0.3442122186495177,-0.5356372737774355
7.993,10181,10100,0.10932475884244373,0.16827108201771274,0.2593247588424437,-0.4817289179822873
8.019,10241,10000,0.12861736334405144,0.12976511359260687,0.2786173633440514,-0.5202348864073931
8.045,10302,9900,0.1482315112540193,0.09125914516750096,0.29823151125401925,-0.558740854832499
8.071,10343,9880,0.16141479099678457,0.08355795148247978,0.3114147909967846,-0.5664420485175202
8.097,10100,10020,0.0832797427652733,0.13746630727762804,0.2332797427652733,-0.512533692722372
8.123,10241,10040,0.12861736334405144,0.14516750096264922,0.2786173633440514,-0.5048324990373508
8.149,10241,10040,0.12861736334405144,0.14516750096264922,0.2786173633440514,-0.5048324990373508
8.175,10404,9940,0.18102893890675242,0.10666153253754332,0.33102893890675245,-0.5433384674624567
8.201,10323,9920,0.15498392282958198,0.09896033885252215,0.304983922829582,-0.5510396611474779
8.227,10140,9761,0.09614147909967846,0.03773584905660377,0.24614147909967846,-0.6122641509433963
8.253,10241,9801,0.12861736334405144,0.053138236426646134,0.2786173633440514,-0.5968617635733539
8.279,10262,9880,0.13536977491961416,0.08355795148247978,0.2853697749196141,-0.5664420485175202
8.305,10201,9841,0.1157556270096463,0.06854062379668849,0.2657556270096463,-0.5814593762033116
8.331,10181,9980,0.10932475884244373,0.12206391990758568,0.2593247588424437,-0.5279360800924143
8.357,10241,9920,0.12861736334405144,0.09896033885252215,0.2786173633440514,-0.5510396611474779
8.383,10241,9900,0.12861736334405144,0.09125914516750096,0.2786173633440514,-0.558740854832499
8.409,10120,9960,0.08971061093247588,0.11436272622256449,0.23971061093247586,-0.5356372737774355
8.435,10140,9940,0.09614147909967846,0.10666153253754332,0.24614147909967846,-0.5433384674624567
8.461,10241,9860,0.12861736334405144,0.07585675779745861,0.2786173633440514,-0.5741432422025414
8.487,10140,9880,0.09614147909967846,0.08355795148247978,0.24614147909967846,-0.5664420485175202
8.513,10140,9900,0.09614147909967846,0.09125914516750096,0.24614147909967846,-0.558740854832499
8.539,10302,9880,0.1482315112540193,0.08355795148247978,0.29823151125401925,-0.5664420485175202
8.565,10080,9801,0.07684887459807074,0.053138236426646134,0.22684887459807074,-0.5968617635733539
8.591,10040,9841,0.06398713826366559,0.06854062379668849,0.21398713826366558,-0.5814593762033116
8.617,10120,9761,0.08971061093247588,0.03773584905660377,0.23971061093247586,-0.6122641509433963
8.643,10080,9742,0.07684887459807074,0.030419715055833654,0.22684887459807074,-0.6195802849441664
8.669,10040,9742,0.06398713826366559,0.030419715055833654,0.21398713826366558,-0.6195802849441664
8.695,10020,9801,0.057556270096463025,0.053138236426646134,0.20755627009646302,-0.5968617635733539
8.721,10040,9722,0.06398713826366559,0.022718521370812476,0.21398713826366558,-0.6272814786291876
8.747,10040,9801,0.06398713826366559,0.053138236426646134,0.21398713826366558,-0.5968617635733539
8.773,10080,9900,0.07684887459807074,0.09125914516750096,0.22684887459807074,-0.558740854832499
8.799,10100,9781,0.0832797427652733,0.04543704274162495,0.2332797427652733,-0.604562957258375
8.825,10000,9761,0.05112540192926045,0.03773584905660377,0.20112540192926043,-0.6122641509433963
8.851,9841,9781,0.0,0.04543704274162495,0.15,-0.604562957258375
8.877,9880,9781,0.012540192926045015,0.04543704274162495,0.16254019292604502,-0.604562957258375
8.903,9940,9801,0.031832797427652736,0.053138236426646134,0.18183279742765274,-0.5968617635733539
8.929,9940,9801,0.031832797427652736,0.053138236426646134,0.18183279742765274,-0.5968617635733539
8.955,10000,9722,0.05112540192926045,0.022718521370812476,0.20112540192926043,-0.6272814786291876
8.981,10040,9742,0.06398713826366559,0.030419715055833654,0.21398713826366558,-0.6195802849441664
9.007,10020,9761,0.057556270096463025,0.03773584905660377,0.20755627009646302,-0.6122641509433963
9.033,9960,9663,0.038263665594855306,0.0,0.1882636655948553,-0.65
9.059,9980,9663,0.04469453376205788,0.0,0.19469453376205786,-0.65
9.085,10000,9643,0.05112540192926045,0.0,0.20112540192926043,-0.65
9.111,10000,9624,0.05112540192926045,0.0,0.20112540192926043,-0.65
9.137,10040,9604,0.06398713826366559,0.0,0.21398713826366558,-0.65
9.163,9960,9487,0.038263665594855306,0.0,0.1882636655948553,-0.65
9.189,9960,9526,0.038263665594855306,0.0,0.1882636655948553,-0.65
9.215,10000,9663,0.05112540192926045,0.0,0.20112540192926043,-0.65
9.241,9860,9722,0.006109324758842444,0.022718521370812476,0.15610932475884243,-0.6272814786291876
9.267,9880,9683,0.012540192926045015,0.007701193685021178,0.16254019292604502,-0.6422988063149788
9.293,9960,9584,0.038263665594855306,0.0,0.1882636655948553,-0.65
9.319,9880,9643,0.012540192926045015,0.0,0.16254019292604502,-0.65
9.345,9880,9742,0.012540192926045015,0.030419715055833654,0.16254019292604502,-0.6195802849441664
