Criado como novo conjunto de dados;Amostra 007 por Administrator data sexta-feira, julho 11 2025
cm-1;%T
2484,00;66,24
2483,00;66,25
2482,00;66,26
2481,00;66,28
2480,00;66,29
2479,00;66,30
2478,00;66,30
2477,00;66,31
2476,00;66,32
2475,00;66,32
2474,00;66,33
2473,00;66,34
2472,00;66,35
2471,00;66,37
2470,00;66,38
2469,00;66,39
2468,00;66,40
2467,00;66,40
2466,00;66,41
2465,00;66,42
2464,00;66,43
2463,00;66,44
2462,00;66,45
2461,00;66,46
2460,00;66,47
2459,00;66,48
2458,00;66,49
2457,00;66,49
2456,00;66,50
2455,00;66,51
2454,00;66,51
2453,00;66,52
2452,00;66,52
2451,00;66,54
2450,00;66,55
2449,00;66,56
2448,00;66,58
2447,00;66,59
2446,00;66,60
2445,00;66,61
2444,00;66,62
2443,00;66,63
2442,00;66,63
2441,00;66,64
2440,00;66,65
2439,00;66,66
2438,00;66,67
2437,00;66,69
2436,00;66,70
2435,00;66,71
2434,00;66,72
2433,00;66,73
2432,00;66,74
2431,00;66,74
2430,00;66,75
2429,00;66,75
2428,00;66,76
2427,00;66,77
2426,00;66,78
2425,00;66,80
2424,00;66,81
2423,00;66,83
2422,00;66,84
2421,00;66,85
2420,00;66,85
2419,00;66,86
2418,00;66,87
2417,00;66,88
2416,00;66,90
2415,00;66,91
2414,00;66,93
2413,00;66,94
2412,00;66,95
2411,00;66,96
2410,00;66,97
2409,00;66,97
2408,00;66,98
2407,00;66,98
2406,00;66,99
2405,00;67,01
2404,00;67,02
2403,00;67,03
2402,00;67,04
2401,00;67,05
2400,00;67,06
2399,00;67,06
2398,00;67,07
2397,00;67,08
2396,00;67,09
2395,00;67,09
2394,00;67,10
2393,00;67,10
2392,00;67,11
2391,00;67,12
2390,00;67,13
2389,00;67,13
2388,00;67,13
2387,00;67,13
2386,00;67,13
2385,00;67,13
2384,00;67,12
2383,00;67,12
2382,00;67,13
2381,00;67,15
2380,00;67,18
2379,00;67,21
2378,00;67,24
2377,00;67,27
2376,00;67,29
2375,00;67,29
2374,00;67,28
2373,00;67,27
2372,00;67,26
2371,00;67,25
2370,00;67,24
2369,00;67,24
2368,00;67,24
2367,00;67,26
2366,00;67,27
2365,00;67,28
2364,00;67,29
2363,00;67,31
2362,00;67,32
2361,00;67,32
2360,00;67,31
2359,00;67,30
2358,00;67,29
2357,00;67,29
2356,00;67,31
2355,00;67,32
2354,00;67,34
2353,00;67,36
2352,00;67,37
2351,00;67,37
2350,00;67,36
2349,00;67,35
2348,00;67,34
2347,00;67,35
2346,00;67,36
2345,00;67,37
2344,00;67,37
2343,00;67,36
2342,00;67,36
2341,00;67,37
2340,00;67,39
2339,00;67,39
2338,00;67,40
2337,00;67,41
2336,00;67,41
2335,00;67,40
2334,00;67,40
2333,00;67,40
2332,00;67,41
2331,00;67,40
2330,00;67,39
2329,00;67,38
2328,00;67,37
2327,00;67,35
2326,00;67,34
2325,00;67,34
2324,00;67,34
2323,00;67,35
2322,00;67,36
2321,00;67,36
2320,00;67,37
2319,00;67,36
2318,00;67,36
2317,00;67,36
2316,00;67,36
2315,00;67,36
2314,00;67,36
2313,00;67,36
2312,00;67,35
2311,00;67,34
2310,00;67,33
2309,00;67,33
2308,00;67,33
2307,00;67,33
2306,00;67,33
2305,00;67,33
2304,00;67,33
2303,00;67,32
2302,00;67,32
2301,00;67,31
2300,00;67,31
2299,00;67,31
2298,00;67,31
2297,00;67,31
2296,00;67,31
2295,00;67,31
2294,00;67,31
2293,00;67,32
2292,00;67,31
2291,00;67,31
2290,00;67,31
2289,00;67,31
2288,00;67,31
2287,00;67,32
2286,00;67,32
2285,00;67,33
2284,00;67,33
2283,00;67,32
2282,00;67,31
2281,00;67,31
2280,00;67,30
2279,00;67,30
2278,00;67,30
2277,00;67,31
2276,00;67,31
2275,00;67,31
2274,00;67,31
2273,00;67,31
2272,00;67,30
2271,00;67,30
2270,00;67,29
2269,00;67,29
2268,00;67,28
2267,00;67,28
2266,00;67,28
2265,00;67,28
2264,00;67,27
2263,00;67,27
2262,00;67,26
2261,00;67,25
2260,00;67,25
2259,00;67,24
2258,00;67,24
2257,00;67,24
2256,00;67,23
2255,00;67,23
2254,00;67,22
2253,00;67,22
2252,00;67,22
2251,00;67,22
2250,00;67,22
2249,00;67,22
2248,00;67,22
2247,00;67,21
2246,00;67,21
2245,00;67,20
2244,00;67,20
2243,00;67,19
2242,00;67,19
2241,00;67,20
2240,00;67,20
2239,00;67,20
2238,00;67,21
2237,00;67,21
2236,00;67,21
2235,00;67,20
2234,00;67,20
2233,00;67,20
2232,00;67,20
2231,00;67,21
2230,00;67,21
2229,00;67,22
2228,00;67,22
2227,00;67,22
2226,00;67,22
2225,00;67,22
2224,00;67,22
2223,00;67,22
2222,00;67,22
2221,00;67,22
2220,00;67,22
2219,00;67,22
2218,00;67,23
2217,00;67,23
2216,00;67,23
2215,00;67,23
2214,00;67,22
2213,00;67,22
2212,00;67,22
2211,00;67,22
2210,00;67,22
2209,00;67,21
2208,00;67,21
2207,00;67,20
2206,00;67,20
2205,00;67,20
2204,00;67,19
2203,00;67,19
2202,00;67,19
2201,00;67,19
2200,00;67,18
2199,00;67,18
2198,00;67,17
2197,00;67,16
2196,00;67,15
2195,00;67,14
2194,00;67,13
2193,00;67,12
2192,00;67,11
2191,00;67,11
2190,00;67,10
2189,00;67,09
2188,00;67,08
2187,00;67,07
2186,00;67,06
2185,00;67,04
2184,00;67,03
2183,00;67,02
2182,00;67,01
2181,00;66,99
2180,00;66,98
2179,00;66,97
2178,00;66,96
2177,00;66,95
2176,00;66,93
2175,00;66,92
2174,00;66,90
2173,00;66,89
2172,00;66,87
2171,00;66,85
2170,00;66,84
2169,00;66,82
2168,00;66,81
2167,00;66,81
2166,00;66,80
2165,00;66,79
2164,00;66,78
2163,00;66,77
2162,00;66,75
2161,00;66,74
2160,00;66,72
2159,00;66,71
2158,00;66,70
2157,00;66,69
2156,00;66,69
2155,00;66,68
2154,00;66,68
2153,00;66,68
2152,00;66,68
2151,00;66,67
2150,00;66,66
2149,00;66,65
2148,00;66,64
2147,00;66,63
2146,00;66,63
2145,00;66,63
2144,00;66,63
2143,00;66,64
2142,00;66,64
2141,00;66,63
2140,00;66,63
2139,00;66,62
2138,00;66,61
2137,00;66,61
2136,00;66,60
2135,00;66,60
2134,00;66,61
2133,00;66,62
2132,00;66,63
2131,00;66,63
2130,00;66,64
2129,00;66,64
2128,00;66,64
2127,00;66,64
2126,00;66,64
2125,00;66,64
2124,00;66,64
2123,00;66,65
2122,00;66,66
2121,00;66,67
2120,00;66,68
2119,00;66,69
2118,00;66,70
2117,00;66,70
2116,00;66,70
2115,00;66,70
2114,00;66,71
2113,00;66,71
2112,00;66,72
2111,00;66,73
2110,00;66,75
2109,00;66,76
2108,00;66,78
2107,00;66,79
2106,00;66,79
2105,00;66,80
2104,00;66,80
2103,00;66,80
2102,00;66,81
2101,00;66,82
2100,00;66,83
2099,00;66,84
2098,00;66,86
2097,00;66,88
2096,00;66,89
2095,00;66,90
2094,00;66,91
2093,00;66,91
2092,00;66,91
2091,00;66,92
2090,00;66,92
2089,00;66,94
2088,00;66,95
2087,00;66,97
2086,00;66,98
2085,00;66,99
2084,00;67,00
2083,00;67,00
2082,00;67,00
2081,00;67,00
2080,00;67,00
2079,00;67,01
2078,00;67,02
2077,00;67,03
2076,00;67,05
2075,00;67,06
2074,00;67,07
2073,00;67,07
2072,00;67,07
2071,00;67,07
2070,00;67,07
2069,00;67,07
2068,00;67,08
2067,00;67,08
2066,00;67,09
2065,00;67,10
2064,00;67,11
2063,00;67,12
2062,00;67,13
2061,00;67,13
2060,00;67,13
2059,00;67,14
2058,00;67,14
2057,00;67,15
2056,00;67,16
2055,00;67,17
2054,00;67,19
2053,00;67,20
2052,00;67,21
2051,00;67,21
2050,00;67,22
2049,00;67,23
2048,00;67,23
2047,00;67,24
2046,00;67,24
2045,00;67,25
2044,00;67,26
2043,00;67,27
2042,00;67,29
2041,00;67,31
2040,00;67,32
2039,00;67,34
2038,00;67,35
2037,00;67,36
2036,00;67,37
2035,00;67,37
2034,00;67,38
2033,00;67,40
2032,00;67,42
2031,00;67,44
2030,00;67,47
2029,00;67,49
2028,00;67,51
2027,00;67,53
2026,00;67,54
2025,00;67,55
2024,00;67,57
2023,00;67,59
2022,00;67,61
2021,00;67,64
2020,00;67,67
2019,00;67,70
2018,00;67,72
2017,00;67,74
2016,00;67,76
2015,00;67,77
2014,00;67,79
2013,00;67,80
2012,00;67,82
2011,00;67,85
2010,00;67,88
2009,00;67,91
2008,00;67,94
2007,00;67,95
2006,00;67,97
2005,00;67,98
2004,00;67,99
2003,00;68,00
2002,00;68,02
2001,00;68,03
2000,00;68,06
1999,00;68,08
1998,00;68,10
1997,00;68,12
1996,00;68,13
1995,00;68,14
1994,00;68,15
1993,00;68,16
1992,00;68,18
1991,00;68,19
1990,00;68,21
1989,00;68,23
1988,00;68,25
1987,00;68,27
1986,00;68,28
1985,00;68,30
1984,00;68,31
1983,00;68,32
1982,00;68,33
1981,00;68,34
1980,00;68,35
1979,00;68,35
1978,00;68,36
1977,00;68,37
1976,00;68,38
1975,00;68,40
1974,00;68,42
1973,00;68,43
1972,00;68,44
1971,00;68,45
1970,00;68,45
1969,00;68,45
1968,00;68,45
1967,00;68,46
1966,00;68,48
1965,00;68,50
1964,00;68,52
1963,00;68,53
1962,00;68,54
1961,00;68,54
1960,00;68,53
1959,00;68,53
1958,00;68,53
1957,00;68,53
1956,00;68,55
1955,00;68,57
1954,00;68,60
1953,00;68,62
1952,00;68,63
1951,00;68,64
1950,00;68,65
1949,00;68,65
1948,00;68,65
1947,00;68,66
1946,00;68,68
1945,00;68,69
1944,00;68,71
1943,00;68,73
1942,00;68,76
1941,00;68,78
1940,00;68,80
1939,00;68,80
1938,00;68,81
1937,00;68,82
1936,00;68,84
1935,00;68,85
1934,00;68,87
1933,00;68,89
1932,00;68,91
1931,00;68,93
1930,00;68,95
1929,00;68,96
1928,00;68,98
1927,00;68,99
1926,00;68,99
1925,00;68,99
1924,00;68,99
1923,00;69,00
1922,00;69,02
1921,00;69,04
1920,00;69,06
1919,00;69,08
1918,00;69,09
1917,00;69,11
1916,00;69,11
1915,00;69,11
1914,00;69,11
1913,00;69,11
1912,00;69,10
1911,00;69,11
1910,00;69,13
1909,00;69,15
1908,00;69,17
1907,00;69,20
1906,00;69,21
1905,00;69,22
1904,00;69,21
1903,00;69,21
1902,00;69,21
1901,00;69,22
1900,00;69,23
1899,00;69,26
1898,00;69,28
1897,00;69,30
1896,00;69,31
1895,00;69,32
1894,00;69,32
1893,00;69,32
1892,00;69,31
1891,00;69,31
1890,00;69,32
1889,00;69,33
1888,00;69,36
1887,00;69,37
1886,00;69,39
1885,00;69,40
1884,00;69,40
1883,00;69,40
1882,00;69,40
1881,00;69,40
1880,00;69,40
1879,00;69,41
1878,00;69,42
1877,00;69,43
1876,00;69,43
1875,00;69,44
1874,00;69,44
1873,00;69,45
1872,00;69,45
1871,00;69,44
1870,00;69,42
1869,00;69,41
1868,00;69,40
1867,00;69,40
1866,00;69,41
1865,00;69,42
1864,00;69,43
1863,00;69,44
1862,00;69,45
1861,00;69,45
1860,00;69,44
1859,00;69,44
1858,00;69,43
1857,00;69,42
1856,00;69,42
1855,00;69,42
1854,00;69,43
1853,00;69,44
1852,00;69,45
1851,00;69,46
1850,00;69,45
1849,00;69,44
1848,00;69,43
1847,00;69,42
1846,00;69,42
1845,00;69,41
1844,00;69,41
1843,00;69,42
1842,00;69,43
1841,00;69,43
1840,00;69,42
1839,00;69,41
1838,00;69,39
1837,00;69,36
1836,00;69,34
1835,00;69,34
1834,00;69,34
1833,00;69,35
1832,00;69,35
1831,00;69,33
1830,00;69,32
1829,00;69,32
1828,00;69,31
1827,00;69,29
1826,00;69,27
1825,00;69,25
1824,00;69,23
1823,00;69,23
1822,00;69,22
1821,00;69,22
1820,00;69,21
1819,00;69,19
1818,00;69,18
1817,00;69,16
1816,00;69,13
1815,00;69,11
1814,00;69,08
1813,00;69,05
1812,00;69,01
1811,00;68,98
1810,00;68,96
1809,00;68,94
1808,00;68,93
1807,00;68,91
1806,00;68,90
1805,00;68,88
1804,00;68,84
1803,00;68,80
1802,00;68,76
1801,00;68,71
1800,00;68,66
1799,00;68,63
1798,00;68,61
1797,00;68,60
1796,00;68,58
1795,00;68,56
1794,00;68,53
1793,00;68,46
1792,00;68,38
1791,00;68,31
1790,00;68,25
1789,00;68,20
1788,00;68,15
1787,00;68,10
1786,00;68,04
1785,00;67,96
1784,00;67,87
1783,00;67,77
1782,00;67,65
1781,00;67,53
1780,00;67,40
1779,00;67,27
1778,00;67,14
1777,00;67,00
1776,00;66,86
1775,00;66,70
1774,00;66,51
1773,00;66,26
1772,00;65,99
1771,00;65,72
1770,00;65,47
1769,00;65,21
1768,00;64,90
1767,00;64,59
1766,00;64,30
1765,00;64,00
1764,00;63,69
1763,00;63,35
1762,00;63,02
1761,00;62,70
1760,00;62,41
1759,00;62,14
1758,00;61,87
1757,00;61,61
1756,00;61,35
1755,00;61,14
1754,00;60,95
1753,00;60,75
1752,00;60,54
1751,00;60,32
1750,00;60,11
1749,00;59,93
1748,00;59,76
1747,00;59,62
1746,00;59,49
1745,00;59,37
1744,00;59,27
1743,00;59,19
1742,00;59,12
1741,00;59,06
1740,00;59,00
1739,00;58,96
1738,00;58,95
1737,00;58,94
1736,00;58,94
1735,00;58,94
1734,00;58,95
1733,00;58,94
1732,00;58,94
1731,00;58,96
1730,00;59,00
1729,00;59,04
1728,00;59,09
1727,00;59,13
1726,00;59,18
1725,00;59,24
1724,00;59,32
1723,00;59,40
1722,00;59,50
1721,00;59,60
1720,00;59,69
1719,00;59,78
1718,00;59,88
1717,00;59,97
1716,00;60,05
1715,00;60,15
1714,00;60,26
1713,00;60,37
1712,00;60,48
1711,00;60,60
1710,00;60,71
1709,00;60,81
1708,00;60,90
1707,00;60,98
1706,00;61,06
1705,00;61,15
1704,00;61,24
1703,00;61,32
1702,00;61,39
1701,00;61,42
1700,00;61,43
1699,00;61,43
1698,00;61,44
1697,00;61,43
1696,00;61,40
1695,00;61,36
1694,00;61,31
1693,00;61,26
1692,00;61,19
1691,00;61,12
1690,00;61,05
1689,00;60,99
1688,00;60,95
1687,00;60,93
1686,00;60,87
1685,00;60,74
1684,00;60,58
1683,00;60,44
1682,00;60,32
1681,00;60,21
1680,00;60,10
1679,00;60,02
1678,00;59,94
1677,00;59,84
1676,00;59,72
1675,00;59,60
1674,00;59,47
1673,00;59,35
1672,00;59,23
1671,00;59,10
1670,00;58,96
1669,00;58,83
1668,00;58,72
1667,00;58,64
1666,00;58,57
1665,00;58,48
1664,00;58,38
1663,00;58,27
1662,00;58,16
1661,00;58,06
1660,00;57,98
1659,00;57,91
1658,00;57,86
1657,00;57,83
1656,00;57,82
1655,00;57,78
1654,00;57,70
1653,00;57,59
1652,00;57,49
1651,00;57,41
1650,00;57,36
1649,00;57,32
1648,00;57,27
1647,00;57,23
1646,00;57,17
1645,00;57,10
1644,00;57,02
1643,00;56,95
1642,00;56,89
1641,00;56,86
1640,00;56,85
1639,00;56,87
1638,00;56,91
1637,00;56,95
1636,00;56,98
1635,00;57,00
1634,00;57,01
1633,00;57,01
1632,00;57,03
1631,00;57,05
1630,00;57,08
1629,00;57,11
1628,00;57,14
1627,00;57,16
1626,00;57,19
1625,00;57,21
1624,00;57,23
1623,00;57,28
1622,00;57,34
1621,00;57,42
1620,00;57,50
1619,00;57,61
1618,00;57,72
1617,00;57,85
1616,00;57,97
1615,00;58,09
1614,00;58,21
1613,00;58,33
1612,00;58,45
1611,00;58,56
1610,00;58,65
1609,00;58,73
1608,00;58,78
1607,00;58,83
1606,00;58,86
1605,00;58,89
1604,00;58,93
1603,00;58,97
1602,00;59,03
1601,00;59,09
1600,00;59,15
1599,00;59,21
1598,00;59,25
1597,00;59,30
1596,00;59,34
1595,00;59,40
1594,00;59,49
1593,00;59,61
1592,00;59,75
1591,00;59,92
1590,00;60,10
1589,00;60,29
1588,00;60,48
1587,00;60,68
1586,00;60,87
1585,00;61,07
1584,00;61,28
1583,00;61,49
1582,00;61,70
1581,00;61,90
1580,00;62,11
1579,00;62,30
1578,00;62,48
1577,00;62,66
1576,00;62,84
1575,00;62,99
1574,00;63,11
1573,00;63,23
1572,00;63,35
1571,00;63,45
1570,00;63,56
1569,00;63,65
1568,00;63,74
1567,00;63,82
1566,00;63,88
1565,00;63,96
1564,00;64,05
1563,00;64,14
1562,00;64,23
1561,00;64,28
1560,00;64,28
1559,00;64,26
1558,00;64,27
1557,00;64,27
1556,00;64,28
1555,00;64,30
1554,00;64,32
1553,00;64,33
1552,00;64,33
1551,00;64,32
1550,00;64,32
1549,00;64,33
1548,00;64,35
1547,00;64,38
1546,00;64,40
1545,00;64,42
1544,00;64,45
1543,00;64,48
1542,00;64,51
1541,00;64,51
1540,00;64,51
1539,00;64,52
1538,00;64,52
1537,00;64,52
1536,00;64,54
1535,00;64,55
1534,00;64,56
1533,00;64,57
1532,00;64,57
1531,00;64,57
1530,00;64,55
1529,00;64,52
1528,00;64,48
1527,00;64,41
1526,00;64,34
1525,00;64,26
1524,00;64,17
1523,00;64,05
1522,00;63,87
1521,00;63,68
1520,00;63,49
1519,00;63,33
1518,00;63,18
1517,00;63,06
1516,00;62,97
1515,00;62,92
1514,00;62,88
1513,00;62,84
1512,00;62,80
1511,00;62,77
1510,00;62,74
1509,00;62,70
1508,00;62,66
1507,00;62,63
1506,00;62,63
1505,00;62,63
1504,00;62,65
1503,00;62,70
1502,00;62,80
1501,00;62,92
1500,00;63,07
1499,00;63,23
1498,00;63,40
1497,00;63,57
1496,00;63,74
1495,00;63,89
1494,00;64,01
1493,00;64,12
1492,00;64,21
1491,00;64,29
1490,00;64,37
1489,00;64,42
1488,00;64,44
1487,00;64,45
1486,00;64,43
1485,00;64,38
1484,00;64,30
1483,00;64,20
1482,00;64,08
1481,00;63,95
1480,00;63,80
1479,00;63,64
1478,00;63,45
1477,00;63,23
1476,00;63,00
1475,00;62,77
1474,00;62,51
1473,00;62,23
1472,00;61,96
1471,00;61,73
1470,00;61,55
1469,00;61,40
1468,00;61,27
1467,00;61,15
1466,00;61,06
1465,00;60,98
1464,00;60,94
1463,00;60,92
1462,00;60,91
1461,00;60,92
1460,00;60,94
1459,00;60,96
1458,00;60,97
1457,00;60,98
1456,00;60,98
1455,00;60,98
1454,00;60,98
1453,00;61,00
1452,00;61,02
1451,00;61,05
1450,00;61,07
1449,00;61,09
1448,00;61,11
1447,00;61,14
1446,00;61,17
1445,00;61,19
1444,00;61,19
1443,00;61,18
1442,00;61,15
1441,00;61,12
1440,00;61,08
1439,00;61,03
1438,00;60,97
1437,00;60,89
1436,00;60,81
1435,00;60,73
1434,00;60,67
1433,00;60,61
1432,00;60,55
1431,00;60,49
1430,00;60,44
1429,00;60,40
1428,00;60,38
1427,00;60,38
1426,00;60,38
1425,00;60,39
1424,00;60,43
1423,00;60,48
1422,00;60,54
1421,00;60,60
1420,00;60,66
1419,00;60,71
1418,00;60,77
1417,00;60,83
1416,00;60,89
1415,00;60,95
1414,00;61,02
1413,00;61,09
1412,00;61,16
1411,00;61,21
1410,00;61,27
1409,00;61,31
1408,00;61,33
1407,00;61,34
1406,00;61,33
1405,00;61,31
1404,00;61,30
1403,00;61,28
1402,00;61,27
1401,00;61,26
1400,00;61,25
1399,00;61,23
1398,00;61,20
1397,00;61,15
1396,00;61,10
1395,00;61,02
1394,00;60,92
1393,00;60,82
1392,00;60,72
1391,00;60,61
1390,00;60,48
1389,00;60,31
1388,00;60,08
1387,00;59,80
1386,00;59,52
1385,00;59,30
1384,00;59,20
1383,00;59,21
1382,00;59,27
1381,00;59,35
1380,00;59,40
1379,00;59,44
1378,00;59,46
1377,00;59,47
1376,00;59,48
1375,00;59,49
1374,00;59,51
1373,00;59,54
1372,00;59,57
1371,00;59,60
1370,00;59,64
1369,00;59,68
1368,00;59,74
1367,00;59,80
1366,00;59,86
1365,00;59,92
1364,00;59,99
1363,00;60,07
1362,00;60,15
1361,00;60,24
1360,00;60,33
1359,00;60,41
1358,00;60,48
1357,00;60,55
1356,00;60,60
1355,00;60,65
1354,00;60,70
1353,00;60,75
1352,00;60,80
1351,00;60,84
1350,00;60,86
1349,00;60,87
1348,00;60,87
1347,00;60,84
1346,00;60,81
1345,00;60,76
1344,00;60,70
1343,00;60,63
1342,00;60,56
1341,00;60,49
1340,00;60,42
1339,00;60,35
1338,00;60,30
1337,00;60,25
1336,00;60,20
1335,00;60,17
1334,00;60,14
1333,00;60,12
1332,00;60,11
1331,00;60,09
1330,00;60,08
1329,00;60,07
1328,00;60,06
1327,00;60,05
1326,00;60,04
1325,00;60,03
1324,00;60,02
1323,00;60,02
1322,00;60,01
1321,00;60,00
1320,00;59,99
1319,00;59,99
1318,00;60,01
1317,00;60,05
1316,00;60,12
1315,00;60,20
1314,00;60,30
1313,00;60,41
1312,00;60,52
1311,00;60,63
1310,00;60,73
1309,00;60,83
1308,00;60,91
1307,00;61,00
1306,00;61,08
1305,00;61,16
1304,00;61,25
1303,00;61,33
1302,00;61,40
1301,00;61,47
1300,00;61,53
1299,00;61,57
1298,00;61,61
1297,00;61,62
1296,00;61,62
1295,00;61,61
1294,00;61,59
1293,00;61,56
1292,00;61,52
1291,00;61,47
1290,00;61,42
1289,00;61,36
1288,00;61,29
1287,00;61,21
1286,00;61,14
1285,00;61,06
1284,00;60,98
1283,00;60,90
1282,00;60,83
1281,00;60,76
1280,00;60,71
1279,00;60,65
1278,00;60,60
1277,00;60,55
1276,00;60,50
1275,00;60,44
1274,00;60,38
1273,00;60,31
1272,00;60,24
1271,00;60,17
1270,00;60,10
1269,00;60,04
1268,00;59,99
1267,00;59,95
1266,00;59,91
1265,00;59,87
1264,00;59,83
1263,00;59,80
1262,00;59,76
1261,00;59,72
1260,00;59,68
1259,00;59,65
1258,00;59,62
1257,00;59,59
1256,00;59,57
1255,00;59,56
1254,00;59,55
1253,00;59,54
1252,00;59,54
1251,00;59,53
1250,00;59,54
1249,00;59,54
1248,00;59,55
1247,00;59,56
1246,00;59,57
1245,00;59,58
1244,00;59,60
1243,00;59,62
1242,00;59,65
1241,00;59,68
1240,00;59,72
1239,00;59,76
1238,00;59,80
1237,00;59,84
1236,00;59,87
1235,00;59,92
1234,00;59,97
1233,00;60,02
1232,00;60,09
1231,00;60,17
1230,00;60,25
1229,00;60,33
1228,00;60,40
1227,00;60,48
1226,00;60,55
1225,00;60,62
1224,00;60,70
1223,00;60,77
1222,00;60,84
1221,00;60,92
1220,00;61,01
1219,00;61,10
1218,00;61,19
1217,00;61,28
1216,00;61,37
1215,00;61,46
1214,00;61,54
1213,00;61,61
1212,00;61,66
1211,00;61,71
1210,00;61,74
1209,00;61,77
1208,00;61,79
1207,00;61,80
1206,00;61,80
1205,00;61,82
1204,00;61,84
1203,00;61,88
1202,00;61,93
1201,00;61,98
1200,00;62,03
1199,00;62,08
1198,00;62,13
1197,00;62,19
1196,00;62,24
1195,00;62,29
1194,00;62,32
1193,00;62,32
1192,00;62,30
1191,00;62,26
1190,00;62,19
1189,00;62,10
1188,00;62,01
1187,00;61,91
1186,00;61,79
1185,00;61,67
1184,00;61,54
1183,00;61,39
1182,00;61,24
1181,00;61,07
1180,00;60,90
1179,00;60,72
1178,00;60,55
1177,00;60,40
1176,00;60,25
1175,00;60,10
1174,00;59,94
1173,00;59,79
1172,00;59,64
1171,00;59,50
1170,00;59,36
1169,00;59,24
1168,00;59,14
1167,00;59,04
1166,00;58,97
1165,00;58,90
1164,00;58,85
1163,00;58,82
1162,00;58,80
1161,00;58,80
1160,00;58,81
1159,00;58,82
1158,00;58,84
1157,00;58,86
1156,00;58,88
1155,00;58,90
1154,00;58,94
1153,00;58,98
1152,00;59,03
1151,00;59,09
1150,00;59,15
1149,00;59,20
1148,00;59,24
1147,00;59,27
1146,00;59,29
1145,00;59,30
1144,00;59,31
1143,00;59,31
1142,00;59,32
1141,00;59,31
1140,00;59,28
1139,00;59,24
1138,00;59,17
1137,00;59,08
1136,00;58,98
1135,00;58,88
1134,00;58,78
1133,00;58,70
1132,00;58,63
1131,00;58,57
1130,00;58,51
1129,00;58,46
1128,00;58,40
1127,00;58,36
1126,00;58,31
1125,00;58,28
1124,00;58,25
1123,00;58,23
1122,00;58,22
1121,00;58,21
1120,00;58,20
1119,00;58,18
1118,00;58,16
1117,00;58,13
1116,00;58,10
1115,00;58,07
1114,00;58,05
1113,00;58,04
1112,00;58,03
1111,00;58,02
1110,00;58,01
1109,00;58,01
1108,00;58,01
1107,00;58,03
1106,00;58,05
1105,00;58,07
1104,00;58,10
1103,00;58,13
1102,00;58,14
1101,00;58,15
1100,00;58,16
1099,00;58,16
1098,00;58,17
1097,00;58,18
1096,00;58,19
1095,00;58,21
1094,00;58,22
1093,00;58,22
1092,00;58,20
1091,00;58,17
1090,00;58,12
1089,00;58,08
1088,00;58,04
1087,00;58,00
1086,00;57,98
1085,00;57,97
1084,00;57,95
1083,00;57,92
1082,00;57,88
1081,00;57,81
1080,00;57,74
1079,00;57,66
1078,00;57,60
1077,00;57,56
1076,00;57,53
1075,00;57,51
1074,00;57,50
1073,00;57,48
1072,00;57,46
1071,00;57,42
1070,00;57,38
1069,00;57,33
1068,00;57,29
1067,00;57,25
1066,00;57,23
1065,00;57,21
1064,00;57,20
1063,00;57,18
1062,00;57,16
1061,00;57,14
1060,00;57,12
1059,00;57,10
1058,00;57,10
1057,00;57,10
1056,00;57,11
1055,00;57,13
1054,00;57,14
1053,00;57,15
1052,00;57,15
1051,00;57,15
1050,00;57,16
1049,00;57,17
1048,00;57,20
1047,00;57,23
1046,00;57,26
1045,00;57,28
1044,00;57,28
1043,00;57,28
1042,00;57,27
1041,00;57,26
1040,00;57,25
1039,00;57,26
1038,00;57,28
1037,00;57,30
1036,00;57,33
1035,00;57,35
1034,00;57,37
1033,00;57,38
1032,00;57,39
1031,00;57,42
1030,00;57,46
1029,00;57,51
1028,00;57,57
1027,00;57,63
1026,00;57,69
1025,00;57,73
1024,00;57,76
1023,00;57,78
1022,00;57,81
1021,00;57,85
1020,00;57,90
1019,00;57,97
1018,00;58,05
1017,00;58,12
1016,00;58,18
1015,00;58,22
1014,00;58,26
1013,00;58,29
1012,00;58,32
1011,00;58,37
1010,00;58,43
1009,00;58,50
1008,00;58,57
1007,00;58,63
1006,00;58,69
1005,00;58,73
1004,00;58,76
1003,00;58,79
1002,00;58,82
1001,00;58,87
1000,00;58,92
999,00;58,99
998,00;59,06
997,00;59,11
996,00;59,15
995,00;59,18
994,00;59,20
993,00;59,22
992,00;59,25
991,00;59,29
990,00;59,35
989,00;59,42
988,00;59,50
987,00;59,58
986,00;59,67
985,00;59,78
984,00;59,90
983,00;60,03
982,00;60,17
981,00;60,32
980,00;60,48
979,00;60,63
978,00;60,77
977,00;60,91
976,00;61,04
975,00;61,16
974,00;61,29
973,00;61,41
972,00;61,54
971,00;61,66
970,00;61,79
969,00;61,90
968,00;62,01
967,00;62,10
966,00;62,20
965,00;62,30
964,00;62,42
963,00;62,55
962,00;62,70
961,00;62,86
960,00;63,02
959,00;63,17
958,00;63,32
957,00;63,45
956,00;63,59
955,00;63,72
954,00;63,87
953,00;64,03
952,00;64,20
951,00;64,38
950,00;64,58
949,00;64,76
948,00;64,93
947,00;65,09
946,00;65,24
945,00;65,37
944,00;65,50
943,00;65,62
942,00;65,74
941,00;65,86
940,00;65,98
939,00;66,08
938,00;66,17
937,00;66,25
936,00;66,31
935,00;66,37
934,00;66,42
933,00;66,48
932,00;66,54
931,00;66,61
930,00;66,68
929,00;66,74
928,00;66,80
927,00;66,86
