Criado como novo conjunto de dados;Amostra 007 por Administrator data sexta-feira, julho 11 2025
cm-1;%T
926,00;66,90
925,00;66,94
924,00;66,98
923,00;67,02
922,00;67,07
921,00;67,12
920,00;67,16
919,00;67,18
918,00;67,18
917,00;67,17
916,00;67,15
915,00;67,14
914,00;67,12
913,00;67,12
912,00;67,11
911,00;67,09
910,00;67,06
909,00;67,00
908,00;66,91
907,00;66,79
906,00;66,67
905,00;66,55
904,00;66,44
903,00;66,35
902,00;66,28
901,00;66,22
900,00;66,17
899,00;66,13
898,00;66,10
897,00;66,11
896,00;66,16
895,00;66,24
894,00;66,36
893,00;66,52
892,00;66,69
891,00;66,87
890,00;67,03
889,00;67,19
888,00;67,33
887,00;67,47
886,00;67,61
885,00;67,76
884,00;67,91
883,00;68,05
882,00;68,18
881,00;68,28
880,00;68,35
879,00;68,40
878,00;68,44
877,00;68,50
876,00;68,57
875,00;68,66
874,00;68,76
873,00;68,86
872,00;68,95
871,00;69,02
870,00;69,08
869,00;69,12
868,00;69,16
867,00;69,21
866,00;69,27
865,00;69,33
864,00;69,39
863,00;69,42
862,00;69,44
861,00;69,45
860,00;69,45
859,00;69,45
858,00;69,45
857,00;69,45
856,00;69,46
855,00;69,47
854,00;69,46
853,00;69,44
852,00;69,41
851,00;69,36
850,00;69,33
849,00;69,31
848,00;69,31
847,00;69,32
846,00;69,31
845,00;69,29
844,00;69,25
843,00;69,18
842,00;69,09
841,00;69,00
840,00;68,93
839,00;68,88
838,00;68,87
837,00;68,87
836,00;68,89
835,00;68,90
834,00;68,90
833,00;68,89
832,00;68,88
831,00;68,87
830,00;68,88
829,00;68,90
828,00;68,94
827,00;68,99
826,00;69,05
825,00;69,09
824,00;69,13
823,00;69,15
822,00;69,16
821,00;69,15
820,00;69,14
819,00;69,13
818,00;69,13
817,00;69,13
816,00;69,14
815,00;69,16
814,00;69,18
813,00;69,20
812,00;69,22
811,00;69,22
810,00;69,22
809,00;69,20
808,00;69,17
807,00;69,13
806,00;69,10
805,00;69,08
804,00;69,07
803,00;69,07
802,00;69,07
801,00;69,06
800,00;69,03
799,00;69,00
798,00;68,95
797,00;68,91
796,00;68,86
795,00;68,82
794,00;68,78
793,00;68,75
792,00;68,72
791,00;68,69
790,00;68,66
789,00;68,61
788,00;68,55
787,00;68,47
786,00;68,38
785,00;68,29
784,00;68,21
783,00;68,15
782,00;68,10
781,00;68,07
780,00;68,07
779,00;68,09
778,00;68,11
777,00;68,13
776,00;68,14
775,00;68,14
774,00;68,12
773,00;68,09
772,00;68,05
771,00;68,03
770,00;68,03
769,00;68,04
768,00;68,06
767,00;68,07
766,00;68,05
765,00;68,00
764,00;67,93
763,00;67,84
762,00;67,76
761,00;67,70
760,00;67,67
759,00;67,66
758,00;67,66
757,00;67,66
756,00;67,64
755,00;67,60
754,00;67,53
753,00;67,45
752,00;67,38
751,00;67,33
750,00;67,30
749,00;67,30
748,00;67,30
747,00;67,29
746,00;67,26
745,00;67,21
744,00;67,15
743,00;67,08
742,00;67,02
741,00;66,98
740,00;66,96
739,00;66,95
738,00;66,94
737,00;66,91
736,00;66,87
735,00;66,81
734,00;66,74
733,00;66,67
732,00;66,61
731,00;66,57
730,00;66,54
729,00;66,51
728,00;66,47
727,00;66,40
726,00;66,32
725,00;66,24
724,00;66,17
723,00;66,11
722,00;66,08
721,00;66,06
720,00;66,04
719,00;66,01
718,00;65,97
717,00;65,92
716,00;65,86
715,00;65,81
714,00;65,79
713,00;65,79
712,00;65,80
711,00;65,82
710,00;65,82
709,00;65,80
708,00;65,76
707,00;65,71
706,00;65,66
705,00;65,62
704,00;65,61
703,00;65,62
702,00;65,65
701,00;65,68
700,00;65,69
699,00;65,67
698,00;65,63
697,00;65,58
696,00;65,54
695,00;65,53
694,00;65,53
693,00;65,56
692,00;65,58
691,00;65,59
690,00;65,57
689,00;65,52
688,00;65,46
687,00;65,39
686,00;65,34
685,00;65,32
684,00;65,30
683,00;65,29
682,00;65,27
681,00;65,22
680,00;65,15
679,00;65,04
678,00;64,92
677,00;64,80
676,00;64,71
675,00;64,65
674,00;64,61
673,00;64,59
672,00;64,60
671,00;64,65
670,00;64,76
669,00;64,89
668,00;64,90
667,00;64,71
666,00;64,50
665,00;64,39
664,00;64,35
663,00;64,35
662,00;64,37
661,00;64,40
660,00;64,43
659,00;64,45
658,00;64,46
657,00;64,48
656,00;64,49
655,00;64,51
654,00;64,53
653,00;64,53
652,00;64,52
651,00;64,49
650,00;64,45
649,00;64,41
648,00;64,37
647,00;64,36
646,00;64,37
645,00;64,37
644,00;64,35
643,00;64,31
642,00;64,27
641,00;64,22
640,00;64,16
639,00;64,11
638,00;64,07
637,00;64,05
636,00;64,03
635,00;64,01
634,00;63,97
633,00;63,91
632,00;63,85
631,00;63,80
630,00;63,75
629,00;63,71
628,00;63,69
627,00;63,68
626,00;63,67
625,00;63,65
624,00;63,61
623,00;63,55
622,00;63,48
621,00;63,41
620,00;63,34
619,00;63,29
618,00;63,29
617,00;63,31
616,00;63,34
615,00;63,35
614,00;63,34
613,00;63,30
612,00;63,26
611,00;63,22
610,00;63,21
609,00;63,22
608,00;63,25
607,00;63,29
606,00;63,34
605,00;63,37
604,00;63,38
603,00;63,39
602,00;63,40
601,00;63,41
600,00;63,42
599,00;63,46
598,00;63,51
597,00;63,55
596,00;63,58
595,00;63,60
594,00;63,60
593,00;63,59
592,00;63,60
591,00;63,64
590,00;63,69
589,00;63,76
588,00;63,83
587,00;63,89
586,00;63,90
585,00;63,88
584,00;63,84
583,00;63,81
582,00;63,81
581,00;63,83
580,00;63,88
579,00;63,93
578,00;63,99
577,00;64,03
576,00;64,05
575,00;64,03
574,00;64,01
573,00;63,99
572,00;63,99
571,00;63,99
570,00;64,01
569,00;64,03
568,00;64,05
567,00;64,06
566,00;64,04
565,00;64,00
564,00;63,96
563,00;63,92
562,00;63,88
561,00;63,86
560,00;63,86
559,00;63,89
558,00;63,94
557,00;63,99
556,00;64,04
555,00;64,09
554,00;64,16
553,00;64,24
552,00;64,32
551,00;64,35
550,00;64,36
549,00;64,36
548,00;64,37
547,00;64,38
546,00;64,40
545,00;64,44
544,00;64,51
543,00;64,59
542,00;64,66
541,00;64,70
540,00;64,70
539,00;64,68
538,00;64,64
537,00;64,61
536,00;64,59
535,00;64,59
534,00;64,61
533,00;64,65
532,00;64,68
531,00;64,70
530,00;64,69
529,00;64,67
528,00;64,63
527,00;64,59
526,00;64,55
525,00;64,55
524,00;64,58
523,00;64,65
522,00;64,71
521,00;64,77
520,00;64,81
519,00;64,84
518,00;64,84
517,00;64,84
516,00;64,84
515,00;64,87
514,00;64,93
513,00;65,01
512,00;65,10
511,00;65,19
510,00;65,27
509,00;65,32
508,00;65,36
507,00;65,38
506,00;65,40
505,00;65,44
504,00;65,48
503,00;65,53
502,00;65,57
501,00;65,61
500,00;65,64
499,00;65,68
498,00;65,71
497,00;65,72
496,00;65,71
495,00;65,70
494,00;65,68
493,00;65,69
492,00;65,73
491,00;65,80
490,00;65,88
489,00;65,94
488,00;65,97
487,00;65,99
486,00;66,01
485,00;66,03
484,00;66,06
483,00;66,08
482,00;66,09
481,00;66,10
480,00;66,13
479,00;66,18
478,00;66,24
477,00;66,27
476,00;66,26
475,00;66,26
474,00;66,26
473,00;66,25
472,00;66,23
471,00;66,25
470,00;66,32
469,00;66,43
468,00;66,54
467,00;66,61
466,00;66,65
465,00;66,64
464,00;66,60
463,00;66,54
462,00;66,50
461,00;66,51
460,00;66,56
459,00;66,66
458,00;66,79
457,00;66,91
456,00;67,01
455,00;67,07
454,00;67,14
453,00;67,22
452,00;67,31
451,00;67,37
450,00;67,39
449,00;67,36
448,00;67,35
447,00;67,39
446,00;67,48
445,00;67,58
444,00;67,63
443,00;67,60
442,00;67,56
441,00;67,55
440,00;67,57
439,00;67,62
438,00;67,64
437,00;67,65
436,00;67,66
435,00;67,70
434,00;67,79
433,00;67,88
432,00;67,94
431,00;67,93
430,00;67,90
429,00;67,86
428,00;67,84
427,00;67,86
426,00;67,93
425,00;68,05
424,00;68,17
423,00;68,27
422,00;68,39
421,00;68,52
420,00;68,62
419,00;68,63
418,00;68,56
417,00;68,48
416,00;68,47
415,00;68,54
414,00;68,69
413,00;68,89
412,00;69,02
411,00;69,01
410,00;68,89
409,00;68,82
408,00;68,92
407,00;69,11
406,00;69,24
405,00;69,22
404,00;69,14
403,00;69,16
402,00;69,31
401,00;69,48
400,00;69,51
