x,y
41.34878817045992,306.76300048828125
41.37633233756123,307.15301513671875
41.403967994526276,307.3470153808594
41.422331725613226,307.73699951171875
41.44987589271454,307.6390075683594
41.47751154967958,307.5419921875
41.50505571678089,307.6390075683594
41.5325998838822,307.8340148925781
41.5601440509835,308.1260070800781
41.578599271934195,308.2239990234375
41.606143439035506,308.02899169921875
41.63368474707857,307.9320068359375
41.661323263101856,308.02899169921875
41.68886743020317,307.73699951171875
41.71641159730447,306.9580078125
41.73486681825516,306.76300048828125
41.762410985356475,306.666015625
41.78995515245778,306.4720153808594
41.817590809422825,306.4720153808594
41.845134976524136,306.666015625
41.87267914362544,306.8609924316406
41.891040015654156,306.76300048828125
41.91867853167744,306.2770080566406
41.94622269877875,306.2770080566406
41.97376400682182,306.76300048828125
42.001402522845105,306.5690002441406
42.028946689946416,306.4720153808594
42.047307561975124,306.5690002441406
42.07494607799841,306.2770080566406
42.102490245099716,306.3739929199219
42.130031553142786,306.4720153808594
42.15767006916607,306.4720153808594
42.185214236267385,306.4720153808594
42.20357510829609,306.3739929199219
42.231119275397404,305.8869934082031
42.258757791420685,305.9840087890625
42.286299099463754,306.2770080566406
42.313843266565065,305.9840087890625
42.33229848751575,306.0820007324219
42.35984265461706,306.1789855957031
42.38738682171837,305.9840087890625
42.41502533774165,306.0820007324219
42.44256664578472,306.1789855957031
42.470110812886034,306.0820007324219
42.488474543972984,306.2770080566406
42.51611020093803,306.3739929199219
42.54365436803934,306.76300048828125
42.571198535140645,307.3470153808594
42.59883419210569,307.8340148925781
42.626378359207,307.73699951171875
42.64474209029395,307.9320068359375
42.672377747259,308.02899169921875
42.69992191436031,308.2239990234375
42.727466081461614,308.7099914550781
42.75510173842666,308.9049987792969
42.78264590552797,308.9049987792969
42.80100963661492,308.8070068359375
42.82855380371623,308.6130065917969
42.85618946068128,308.5150146484375
42.88373362778258,308.4179992675781
42.911277794883894,307.8340148925781
42.93891345184894,307.05499267578125
42.95727718293589,306.3739929199219
42.9848213500372,305.8869934082031
43.01245700700225,305.7900085449219
43.04000117410355,305.7900085449219
43.06754534120486,305.7900085449219
43.09518099816991,305.9840087890625
43.11354472925686,306.3739929199219
43.14108889635817,306.666015625
43.16863020440123,306.76300048828125
43.19626872042452,306.666015625
43.22381288752583,306.5690002441406
43.24217375955454,306.1789855957031
43.26981227557783,306.3739929199219
43.29735644267914,307.05499267578125
43.3248977507222,307.5419921875
43.35253626674549,307.5419921875
43.3800804338468,307.6390075683594
43.39844130587551,307.6390075683594
43.426079821898796,307.6390075683594
43.45362398900011,307.73699951171875
43.48116529704317,307.8340148925781
43.50870946414448,307.4440002441406
43.53634798016777,307.15301513671875
43.55470885219648,306.8609924316406
43.58225301929779,306.8609924316406
43.609891535321076,306.8609924316406
43.63743570242238,307.5419921875
43.66497701046545,307.6390075683594
43.69261552648874,308.1260070800781
43.710976398517445,308.3210144042969
43.73852056561876,308.6130065917969
43.766159081642044,308.5150146484375
43.79370038968511,308.02899169921875
43.82124455678642,307.8340148925781
43.848883072809706,307.8340148925781
43.867243944838414,307.8340148925781
43.894788111939725,308.1260070800781
43.922332279041036,308.1260070800781
43.94997079506432,308.4179992675781
43.97751210310739,308.5150146484375
44.0050562702087,308.8070068359375
44.02351149115938,308.6130065917969
44.051055658260694,308.3210144042969
44.078599825362005,307.9320068359375
44.106238341385286,307.8340148925781
44.133779649428355,307.25
44.152143380515305,306.8609924316406
44.179687547616616,306.8609924316406
44.20732320458166,306.666015625
44.234867371682974,307.05499267578125
44.26241153878428,307.3470153808594
44.290047195749324,306.9580078125
44.30841092683628,306.9580078125
44.335955093937585,307.3470153808594
44.36359075090263,307.3470153808594
44.39113491800394,306.9580078125
44.418679085105246,306.4720153808594
44.44631474207029,306.1789855957031
44.46467847315725,306.1789855957031
44.492222640258554,306.1789855957031
44.51976394830162,306.0820007324219
44.54740246432491,306.2770080566406
44.574946631426215,306.5690002441406
44.602490798527526,306.4720153808594
44.62094601947822,306.3739929199219
44.64849018657952,306.1789855957031
44.67603435368083,305.6919860839844
44.70367001064588,305.6919860839844
44.731214177747184,305.7900085449219
44.758758344848495,305.7900085449219
44.7771192168772,305.8869934082031
44.80475773290049,306.4720153808594
44.83229904094356,306.76300048828125
44.859843208044865,307.15301513671875
44.88748172406815,307.4440002441406
44.91502589116946,307.8340148925781
44.93338676319817,308.1260070800781
44.96102527922146,308.2239990234375
44.98856944632277,307.8340148925781
45.01611075436583,307.3470153808594
45.04374927038912,307.05499267578125
45.07129343749043,306.8609924316406
45.08965430951914,306.3739929199219
45.11719847662045,306.2770080566406
45.14483699264374,306.3739929199219
45.1723783006868,306.3739929199219
45.19992246778811,306.1789855957031
45.21838054779705,306.2770080566406
45.24592185584011,306.0820007324219
45.27346602294142,305.9840087890625
45.30110453896471,305.6919860839844
45.32864584700777,305.5950012207031
45.35619001410908,305.3999938964844
45.37464523505977,305.3999938964844
45.40218940216108,305.7900085449219
45.42973356926239,306.5690002441406
45.4572777363637,307.05499267578125
45.48491339332874,307.15301513671875
45.51245756043005,306.8609924316406
45.530821291517,306.3739929199219
45.558456948482046,305.8869934082031
45.58600111558336,305.49798583984375
45.61354528268467,304.91400146484375
45.64118379870795,304.23199462890625
45.66872510675102,303.64801025390625
45.68708883783797,303.0639953613281
45.714724494803015,302.9670104980469
45.742268661904326,303.2590026855469
45.76981282900564,303.4540100097656
45.79744848597068,303.3559875488281
45.82499265307199,303.3559875488281
45.843356384158945,303.64801025390625
45.87090055126025,303.8429870605469
45.898536208225295,304.3290100097656
45.926080375326606,304.718994140625
45.95362454242791,305.3030090332031
45.981260199392956,306.2770080566406
45.99962393047991,306.9580078125
46.02716809758122,307.5419921875
46.05480375454626,308.3210144042969
46.082347921647575,308.5150146484375
46.10989208874888,308.3210144042969
46.128252960777594,308.02899169921875
46.15589147680088,308.1260070800781
46.183435643902186,308.02899169921875
46.210976951945256,307.73699951171875
46.23861546796854,307.3470153808594
46.26615963506985,306.9580078125
46.28452050709856,307.05499267578125
46.31215902312185,307.25
46.339703190223155,307.4440002441406
46.367247357324466,307.5419921875
46.39488301428951,307.5419921875
46.422427181390816,307.6390075683594
46.44078805341953,307.6390075683594
46.468332220520836,308.1260070800781
46.49597073654412,307.8340148925781
46.52351204458719,307.5419921875
46.5510562116885,307.9320068359375
46.578694727711785,308.02899169921875
46.5970555997405,308.3210144042969
46.624599766841804,308.1260070800781
46.65223828286509,308.3210144042969
46.6797824499664,308.6130065917969
46.707323758009466,308.9049987792969
46.73496227403275,308.9049987792969
46.75332314606147,308.9049987792969
46.78086731316277,308.8070068359375
46.808411480264084,308.6130065917969
46.83604713722913,308.3210144042969
46.863591304330434,307.9320068359375
46.891135471431745,307.6390075683594
46.90959069238244,307.8340148925781
46.93713485948374,307.8340148925781
46.96467902658505,307.6390075683594
46.99231754260834,307.6390075683594
47.0198588506514,307.4440002441406
47.03822258173836,307.5419921875
47.065766748839664,307.5419921875
47.09340240580471,307.5419921875
47.12094657290602,306.76300048828125
47.14849074000733,306.8609924316406
47.17612639697237,307.25
47.19449012805933,307.3470153808594
47.22203429516063,307.6390075683594
47.24966995212568,307.5419921875
47.27721411922699,307.6390075683594
47.3047582863283,307.4440002441406
47.33239394329335,307.4440002441406
47.3507576743803,307.4440002441406
47.37830184148161,307.25
47.40593749844665,306.8609924316406
47.43348166554796,306.4720153808594
47.46102583264927,306.2770080566406
47.488569999750574,305.8869934082031
47.507025220701266,305.6919860839844
47.53456938780258,305.5950012207031
47.56211069584564,305.49798583984375
47.58974921186893,305.5950012207031
47.61729337897024,305.3999938964844
47.64483754607154,305.20599365234375
47.663292767022234,305.3999938964844
47.690836934123546,305.5950012207031
47.71838110122485,305.49798583984375
47.746016758189896,305.3999938964844
47.77356092529121,305.49798583984375
47.80110509239251,305.5950012207031
47.81946596442123,305.8869934082031
47.847104480444514,305.6919860839844
47.87464578848758,305.5950012207031
47.90218995558889,305.3999938964844
47.929828471612176,305.1090087890625
47.95737263871348,305.1090087890625
47.975733510742195,305.3999938964844
48.00337202676548,305.3999938964844
48.03091619386679,305.6919860839844
48.0584603609681,306.1789855957031
48.086096017933144,306.2770080566406
48.10445688996185,306.1789855957031
48.132001057063164,306.4720153808594
48.15954522416447,306.666015625
48.187180881129514,306.8609924316406
48.214725048230825,306.76300048828125
48.24226921533213,306.3739929199219
48.26072729534106,306.2770080566406
48.288271462442374,306.5690002441406
48.315809911427195,306.4720153808594
48.343451286508724,306.0820007324219
48.370995453610035,305.6919860839844
48.39853962071134,305.1090087890625
48.416900492740055,304.718994140625
48.4445361497051,304.52398681640625
48.472080316806405,303.94000244140625
48.499624483907716,303.5509948730469
48.52726014087276,303.1610107421875
48.55480430797407,302.7720031738281
48.57316518000278,302.9670104980469
48.60080655508431,303.4540100097656
48.628350722185615,303.64801025390625
48.65588917117044,304.0379943847656
48.68353054625197,304.23199462890625
48.71107471335328,304.3290100097656
48.72943558538199,304.62200927734375
48.756979752483296,305.1090087890625
48.78461540944834,305.20599365234375
48.812159576549654,305.20599365234375
48.839703743650965,305.3030090332031
48.86733940061601,305.3999938964844
48.88570027264472,305.49798583984375
48.91324443974603,305.49798583984375
48.94088581482755,305.3030090332031
48.968429981928864,305.20599365234375
48.99596843091369,305.010986328125
49.01433502105888,304.62200927734375
49.04197067802393,304.3290100097656
49.06951484512524,304.52398681640625
49.097059012226545,304.3290100097656
49.12469466919159,303.94000244140625
49.1522388362929,303.5509948730469
49.17059970832161,303.3559875488281
49.19824108340314,303.3559875488281
49.22577953238797,303.1610107421875
49.25332369948927,303.2590026855469
49.28095935645432,303.7460021972656
49.30850352355563,303.94000244140625
49.32687011370082,303.94000244140625
49.35441428080213,303.94000244140625
49.38204993776718,303.94000244140625
49.40959410486848,304.23199462890625
49.43713827196979,304.427001953125
49.46477392893484,304.91400146484375
49.48313480096355,305.1090087890625
49.51067896806486,305.3030090332031
49.538314625029905,305.6919860839844
49.56585879213121,306.2770080566406
49.59340295923252,306.5690002441406
49.621038616197566,306.3739929199219
49.63940520634276,306.2770080566406
49.66694937344407,306.0820007324219
49.694585030409115,300.7279968261719
49.72212919751042,301.89599609375
49.74967336461173,303.2590026855469
49.77721181359655,305.010986328125
